id,name,note,nbr_avis,type,quartier,prix
35,EXKI,"4,5/5",2,Restaurant bio,75014,€€
36,CHEZ GLADINES,"3,8/5",9,Bistrot – Brasserie,75001,€€
37,LE COCHE,"4,5/5",2,Bistrot – Brasserie,75013,€€
38,L'ARTISAN LIBANAIS,"4,3/5",4,Restaurant libanais,75019,€
39,SARAVANAA BHAVAN,"4,5/5",2,Restaurant indien,75010,€€
40,AU ROULEAU DE PRINTEMPS,"4,5/5",2,Restaurant vietnamien,75020,€
41,BANGKOK THAÏLANDE,"4,5/5",2,Restaurant thaïlandais,75013,€€
42,BMK PARIS - BAMAKO,"4,5/5",2,Cuisine d'Afrique,75010,€€
43,LES PETITS PLATS,"4,5/5",2,Bistrot – Brasserie,75014,€€
44,FLESH,"4,5/5",2,Restaurant américain,75009,€€
45,LE CAMION QUI FUME,"4,5/5",2,Cuisine française,75002,€
46,ELSA ET JUSTIN,"4,5/5",2,Restaurant végétarien,75010,€€
47,LA FABBRICA,"4,5/5",2,Restaurant italien et pizzeria,75017,€€
48,MONSIEUR EDGAR,"4,5/5",2,Bistrot – Brasserie,75011,€€
49,MARKET,"4,5/5",2,Cuisine française,75008,€€
0,LE BELLERIVE,"4,2/5",5,Bistrot – Brasserie,75019,€€
1,HÔTEL AMOUR,"3,8/5",9,Restaurant d’hôtel,75009,€€
2,SOYA,"4,3/5",4,Restaurant végétarien,75011,€€
3,LES ENFANTS ROUGES,"4,5/5",2,Bistrot – Brasserie,75003,€€
4,CAILLEBOTTE,"4,5/5",2,Bistronomie,75009,€
5,SARRA,"4,5/5",2,Crêperie,75002,€
6,LA PETITE FABRIQUE,"4,5/5",2,Restaurant bio,75020,€€
7,CORETTA,"4,3/5",4,Cuisine française,75017,€€
8,AU FOND DU JARDIN,"4,5/5",2,Restaurant italien et pizzeria,75020,€€
9,CÔ MȲ CANTINE,"4,5/5",2,Restaurant vietnamien,75020,€
10,CALIBRÉ HUÎTRERIE,"4,5/5",2,Bar à huitres,75010,€€
11,RACINES,"4,5/5",2,Bistrot – Brasserie,75002,€€
12,Flora Danica,"4,5/5",2,Restaurant danois,75008,€€
13,MIZNON,"4,3/5",3,Restaurant israëlien,75004,€
14,CHEZ VAN,"4,3/5",3,Restaurant chinois,75013,€
15,MATTEO PIZZA,"4,3/5",3,Pizzas,75008,€
16,LE GÉNÉRAL BEURET,4/5,6,Bistrot – Brasserie,75015,€
17,BIOBURGER,"4,3/5",3,Restaurant bio,75009,€€
18,BREAKFAST IN AMERICA,"3,9/5",7,Cuisine Amériques – Caraïbes,75004,€€
19,COQUELICOT,"4,3/5",3,Bistrot – Brasserie,75018,€€
20,BURGER AND FRIES,"4,3/5",3,Restaurant américain,75002,€
21,SARDEGNA A TAVOLA,"4,3/5",3,Restaurant italien et pizzeria,75012,€€
22,CAVES SAINT-GILLES,4/5,6,Cuisine française,75003,€€
23,TSUKIZI,"4,3/5",3,Restaurant japonais,75006,€€
24,LE VIN QUI DANSE,"4,3/5",3,Bistrot – Brasserie,75013,€€
25,CUBANA CAFÉ,"4,3/5",3,Restaurant cubain,75006,€€
26,PIZZA CESAR,"4,3/5",3,Restaurant italien et pizzeria,75006,€€
27,MADAME SHAWN,"3,7/5",9,Restaurant thaïlandais,75010,€€
28,AU PETIT DOUAI,"4,3/5",3,Bistrot – Brasserie,75009,€€
29,LE COUPE-CHOU,"4,3/5",3,Cuisine française,75005,€€
30,CLINT,"4,3/5",3,Cuisine française,75011,€€
31,CASA PEPE,4/5,6,Restaurant espagnol,75005,€€
32,SOFA CAFÉ,"4,3/5",3,Bistrot – Brasserie,75009,€€
33,MARIA LUISA,"4,3/5",3,Restaurant italien et pizzeria,75010,€€
34,CAFFÉ CRÉOLE,"4,3/5",3,Restaurant antillais,75011,€€
35,MELT BATIGNOLLES,"4,3/5",3,Restaurant américain,75017,€€
36,LA BELLEVILLOISE,"4,3/5",3,Cuisine internationale – Fusion,75020,€€
37,LE BISTROT CAPUCINE,"4,3/5",3,Bistrot – Brasserie,75002,€€
38,BOUILLON PIGALLE,"3,6/5",9,Cuisine française,75018,€€
39,LE CHALET SAVOYARD,4/5,5,Restaurant savoyard,75011,€€
40,L'ASSIETTE AUX FROMAGES,"3,2/5",13,Restaurant fromages,75005,€€
41,L' ENCRIER,4/5,5,Bistrot – Brasserie,75012,€€
42,LES BANCS PUBLICS,4/5,5,Bistronomie,75019,€€
43,ALICE PIZZA,4/5,4,Restaurant italien et pizzeria,75017,€
44,HANK VEGAN BURGER,4/5,4,Restaurant végétarien,75003,€€
45,IT TRATTORIA,"3,8/5",6,Restaurant italien et pizzeria,75013,€€
46,LE SUFFREN,4/5,4,Bistrot – Brasserie,75015,€€
47,BISTROT MARGUERITE,"3,8/5",6,Bistrot – Brasserie,75004,€€
48,LE SAINT-GERMAIN,4/5,4,Cuisine française,75007,€€
49,DAILY SYRIEN,4/5,4,Restaurant syrien,75010,€
0,PERRAUDIN,4/5,4,Cuisine française,75005,€€
1,SUR UN ARBRE PERCHÉ,"3,8/5",6,Restaurant insolite,75002,€€
2,LE TASTE MONDE,4/5,4,Bistrot – Brasserie,75008,€€
3,LE PETIT PRINCE DE PARIS,4/5,4,Cuisine française,75005,€€
4,LA FOURMI AILÉE,"3,7/5",7,Bistrot – Brasserie,75005,€€
5,MEXI AND CO,4/5,4,Restaurant mexicain,75005,€
6,LE SOUK,4/5,4,Restaurant marocain,75011,€€
7,CHASSE MARÉE,4/5,4,Restaurant fruits de mer – Poissons,75016,€€€
8,LES BOLS DE JEAN,4/5,4,Sur place – À emporter,75002,€
9,LE REY,"3,8/5",6,Bistrot – Brasserie,75011,€€
10,LES ARTISANS,4/5,4,Bistrot – Brasserie,75015,€€
11,GROUND CONTROL,"3,8/5",6,Cuisines du monde,75012,€
12,HANOÏ CÀ PHÊ,4/5,4,Restaurant vietnamien,75009,€€
13,PNY PARIS NEW YORK,"3,8/5",6,Burger,75011,€
14,SGABETTI,4/5,3,Restaurant italien et pizzeria,75016,€€€
15,HAPPA TEI,"3,8/5",5,Restaurant japonais,75002,€
16,AU PETIT MARGUERY RIVE DROITE,4/5,3,Cuisine française,75017,€€
17,LA MÉNAGERIE,4/5,3,Cuisine française,75013,€€
18,LA CHARRETTE CRÉOLE,"3,7/5",6,Restaurant mauricien,75006,€€
19,EAST SIDE BURGERS,4/5,3,Burger,75011,€
20,LE PERCHOIR MÉNILMONTANT,"3,6/5",7,Cuisine française,75011,€€
21,LAZARE,4/5,3,Cuisine française,75008,€€
22,IL BRIGANTE,4/5,3,Restaurant italien et pizzeria,75018,€
23,ROYAL JUSSIEU,4/5,3,Bistrot – Brasserie,75005,€
24,KUBODA,"3,8/5",5,Restaurant japonais,75015,€
25,CRÊPERIE DE JOSSELIN,"3,6/5",7,Cuisine française,75014,€
26,DAME TARTINE,4/5,3,Tartinerie,75004,€
27,COJEAN HAUSSMANN,4/5,3,Restaurant bio,75009,€€
28,LA RHUMERIE,"3,7/5",6,Restaurant antillais,75006,€
29,PIROSMANI,4/5,3,Restaurant géorgien,75005,€€
30,BANG,4/5,3,Restaurant de viandes,75010,€€
31,CHEZ JANOU,"3,8/5",5,Restaurant provençal,75003,€€
32,LA SOCIÉTÉ,4/5,3,Bistrot – Brasserie,75006,€€€
33,L'OS À MOELLE,4/5,3,Bistrot – Brasserie,75015,€€
34,I GOLOSI,4/5,3,Restaurant italien et pizzeria,75009,€€
35,LA BOCCA,4/5,3,Restaurant italien et pizzeria,75002,€€
36,MAHARAJAH,4/5,3,Restaurant indien,75005,€€
37,LE CHINA,"3,8/5",5,Restaurant chinois,75012,€€
38,LE PAVILLON MONTSOURIS,"3,8/5",5,Cuisine française,75014,€€€
39,LE PAVILLON DES CANAUX,"3,8/5",5,Sur le pouce,75019,€€
40,LE CONGRÈS AUTEUIL,4/5,3,Bistrot – Brasserie,75016,€€€
41,LE CAFÉ DES CHATS,4/5,3,Cuisine française,75011,€€
42,LA RÉGALADE SAINT-HONORÉ,4/5,3,Bistronomie,75001,€€
43,LA CANTINE DES TONTONS,4/5,3,Bistrot – Brasserie,75015,€€
44,LA BELLE RONDE,"3,6/5",7,Crêperie,75014,€
45,TIEN HIANG,4/5,3,Restaurant chinois,75010,€
46,Inagiku,4/5,3,Restaurant japonais,75005,€€
47,MI RANCHITO PAISA,4/5,3,Restaurant colombien,75009,€€
48,NIHONKAKU,"3,8/5",5,Restaurant japonais,75015,€
49,GYOZA BAR,4/5,3,Restaurant japonais,75002,€
0,TRATTORIA - LA ROTONDE STALINGRAD,"3,5/5",8,Restaurant corse,75019,€€
1,LE PARELOUP,4/5,2,Restaurant aveyronnais,75015,€
2,L'EPHEMERE,4/5,2,Cuisine française,75014,€€
3,L'ORÉE DU PARC,4/5,2,Bistrot – Brasserie,75005,€€
4,HÔTEL LE TOURVILLE,4/5,2,Cuisine française,75007,€
5,GOKU,4/5,2,Cuisine d'Asie,75003,€€
6,ZANGO LES HALLES,4/5,2,Cuisines du monde,75001,€€
7,LES PETITS RUISSEAUX,4/5,2,Crêperie,75011,€
8,DYNAMO,4/5,2,Bistrot – Brasserie,75019,€€
9,ROSA BONHEUR SUR SEINE,4/5,2,Guinguette,75007,€
10,BENEDICT,4/5,2,Bistrot – Brasserie,75004,€€
11,MAMIE BURGER - FAUBOURG SAINT-DENIS,4/5,2,Restaurant américain,75010,€€
12,RESTAURANT BALM,4/5,2,Cuisine française,75001,€€€
13,LA PETITE PÉRIGOURDINE,4/5,2,Cuisine française,75005,€€
14,LE ROUERGUE,4/5,2,Cuisine française,75017,€
15,LE BISTROT DU POINÇONNEUR,4/5,2,Cuisine française,75020,€€
16,CAFÉ DAD,4/5,2,Cuisine française,75017,€€
17,SONGSAN,4/5,2,Restaurant coréen,75015,€€
18,LE COLONEL MOUTARDE,4/5,2,Cuisine française,75008,€
19,KOKO BISTRO,4/5,2,Restaurant japonais,75019,€€
20,LA FERIA,4/5,2,Restaurant espagnol,75012,€€
21,DÉDÉ LA FRITE,4/5,2,Restaurant insolite,75002,€
22,MANDOOBAR,4/5,2,Restaurant coréen,75008,€
23,L'ORIENT D'OR,4/5,2,Restaurant chinois,75009,€€
24,SOMA,4/5,2,Restaurant japonais,75003,€€
25,LE PAS SAGE,4/5,2,Bistrot – Brasserie,75002,€
26,LE PAUL BERT,4/5,2,Bistrot – Brasserie,75011,€€
27,CHEZ GRAFF,4/5,2,Cuisine française,75007,€
28,L'ARBRE À CANNELLE,4/5,2,Cuisine française,75005,€€
29,LA FORCHETTA,4/5,2,Restaurant italien et pizzeria,75014,€€
30,LE 39 V,4/5,2,Cuisine française,75008,€€€
31,MY KITCH'N,4/5,2,Restaurant végétarien,75017,€€
32,HERO,4/5,2,Restaurant coréen,75002,€€
33,LE QUINCY,"3,8/5",4,Bistrot – Brasserie,75012,€€
34,LE CAMION QUI FUME,4/5,2,Sur le pouce,75013,€
35,EL GUACAMOLE,4/5,2,Restaurant mexicain,75010,€
36,KOTTERI RAMEN NARITAKE,"3,8/5",4,Restaurant japonais,75001,€
37,LA TAVOLA DI GIO,4/5,2,Restaurant italien et pizzeria,75014,€
38,LE SERVAN,4/5,2,Cuisine française,75011,€€
39,LE PETIT BROC,4/5,2,Bistrot – Brasserie,75014,€€
40,MONTHAÏ,4/5,2,Restaurant thaïlandais,75002,€
41,CAFFE BOTELLI,4/5,2,Restaurant italien et pizzeria,75003,€
42,SHANDIKA,4/5,2,Restaurant sri lankais,75002,€
43,LA LOCANDA DI PULCINELLA,4/5,2,Restaurant italien et pizzeria,75018,€€
44,BIOBURGER,4/5,2,Restaurant bio,75002,€
45,BAR À IODE,4/5,2,Restaurant fruits de mer – Poissons,75005,€€
46,HANK,4/5,2,Restaurant végétarien,75003,€
47,LE CHANT DES VOYELLES,4/5,2,Cuisine française,75004,€€
48,LES TANNEURS DE LA BUTTE,4/5,2,Cuisine française,75013,€€
49,QUEDUBON,"3,8/5",4,Bistrot – Brasserie,75019,€€
0,PIZZERIA DEL GLADIATORE-SUBITO,"3,8/5",4,Restaurant italien et pizzeria,75013,€
1,AU BON COIN,4/5,2,Bistrot – Brasserie,75015,€
2,VERBALON,"3,8/5",4,Bistrot – Brasserie,75013,€€
3,MAISON BLANCHE,4/5,2,Cuisine française,75008,€€€
4,AU PETIT CHAVIGNOL,4/5,2,Restaurant aveyronnais,75017,€€
5,LA ROTONDE,"3,8/5",4,Bistrot – Brasserie,75006,€€
6,LE COTTE RÔTI,4/5,2,Cuisine française,75012,€€
7,LE CAFÉ DES MUSÉES,4/5,2,Bistrot – Brasserie,75003,€€
8,BREIZH CAFÉ,4/5,2,Crêperie,75003,€
9,LA ROYALE,4/5,2,Bistrot – Brasserie,75003,€€
10,LE CAFÉ DES ANGES,"3,8/5",4,Bistrot – Brasserie,75011,€€
11,JOHANA'S FISH & CHIPS,4/5,2,Sur le pouce,75002,€
12,CHEZ OMAR,4/5,2,Restaurant algérien,75003,€€
13,WALY FAY,4/5,2,Restaurant sénégalais,75011,€€
14,LE CHAT BOSSU,4/5,2,Bistrot – Brasserie,75012,€€
15,CASA SAN PABLO,4/5,2,Restaurant espagnol,75004,€€
16,AU DERRICK CATALAN,"3,8/5",4,Restaurant espagnol,75015,€€
17,KHAO SAN ROAD,4/5,2,Restaurant thaïlandais,75009,€€
18,GRANDE MOSQUÉE DE PARIS,4/5,2,Cuisine du Proche et Moyen-Orient,75005,€€
19,L'ÉLÉPHANT DU NIL,4/5,2,Bistrot – Brasserie,75004,€
20,LE BRIGADIER,4/5,2,Cuisine française,75009,€€
21,LA RECYCLERIE,4/5,2,Restaurant bio,75018,€€
22,L' ATLAS,"3,8/5",4,Restaurant marocain,75005,€€
23,LE REFUGE DES FONDUS,4/5,2,Restaurant savoyard,75018,€€
24,HOLYBELLY,4/5,2,Bistrot – Brasserie,75010,€
25,LA BRÛLERIE CAUMARTIN,4/5,2,Bistrot – Brasserie,75009,€€
26,BARANAAN,"3,8/5",4,Restaurant indien,75010,€
27,BRASSERIE BARBÈS,4/5,2,Cuisine française,75018,€€
28,AU PETIT THAÏ,4/5,2,Restaurant thaïlandais,75004,€€
29,LE BÉLISAIRE,4/5,2,Bistrot – Brasserie,75015,€€
30,LA TAVERNE DE ZHAO,4/5,2,Restaurant chinois,75010,€€
31,LES PIPOS,4/5,2,Bistrot – Brasserie,75005,€€
32,VERT TULIPE,4/5,2,Cuisine française,75009,€
33,LE RÉVEIL BASTILLE,4/5,2,Cuisine française,75004,€€
34,FRATELLI CASTELLANO,4/5,2,Restaurant italien et pizzeria,75015,€
35,FLEURS DE MAI,4/5,2,Restaurant chinois,75013,€
36,AUTEUIL BRASSERIE,4/5,2,Cuisine méditerranéenne,75016,€€
37,L'AMAZONIAL,4/5,2,Cuisine française,75001,€€
38,KAGAYAKI TEPPANYAKI,4/5,2,Restaurant japonais,75003,€€
39,LE BICHAT,4/5,2,Cuisine française,75010,€
40,LE MAROC,4/5,1,Restaurant marocain,75001,€€
41,LE CLIN'S,4/5,1,Guinguette,75020,€
42,ÉLYSÉES MANDARIN,4/5,1,Restaurant chinois,75008,€€
43,LA TERRASSE DES ARCHIVES,4/5,1,Cuisine française,75003,€€
44,LA BOUTIQUE,4/5,1,Bistrot – Brasserie,75012,€
45,CAFÉ RENOIR,4/5,1,Cuisine française,75018,€€
46,LE JARDIN DE ROME,4/5,1,Cuisine française,75008,€€
47,HABILE,4/5,1,Sur le pouce,75010,€€
48,IEMANJA,4/5,1,Restaurant brésilien,75003,€€
49,LE GRILL D'ASTIER,4/5,1,Restaurant de viandes,75011,€€
0,LITTLE B,4/5,1,Bistrot – Brasserie,75008,€
1,LE GÉVAUDAN,4/5,1,Cuisine française,75007,€€€
2,PITAYA,4/5,1,Restaurant thaïlandais,75006,€
3,"FULGURANCES, EN FACE",4/5,1,Bistrot – Brasserie,75011,€€
4,L'ATELIER RENAULT CAFÉ,4/5,1,Cuisine française,75008,€€
5,L'ÉPUISETTE,4/5,1,Restaurant fruits de mer – Poissons,75009,€€
6,SHOKU,4/5,1,Restaurant japonais,75015,€
7,CLASICO ARGENTINO,4/5,1,Restaurant argentin,75006,€€
8,BRIGADE - OBERKAMPF,4/5,1,Restaurant de viandes,75011,€€
9,THE BUTCHERS OF PANAME,4/5,1,Cuisine française,75006,€€
10,MADEMOISELLE RAYMONDE,4/5,1,Cuisine française,75018,€
11,MARROW,4/5,1,Cuisine française,75010,€€
12,LE BISTRO DES DEUX THÉÂTRES,4/5,1,Cuisine française,75009,€€
13,AUX OURS,4/5,1,Bistrot – Brasserie,75020,€
14,ROBERT ET LOUISE,4/5,1,Bistrot – Brasserie,75003,€€
15,LE 24,4/5,1,Cuisine française,75008,€€
16,DANS LA FOULÉE,4/5,1,Tapas,75011,€
17,KOTO-KOTO,4/5,1,Restaurant japonais,75012,€
18,TAGO MAGO,4/5,1,Restaurant végétarien,75010,€
19,LA CHARETTE CRÉOLE,4/5,1,Restaurant caribéen,75006,€€
20,LE TRICYCLE,4/5,1,Restaurant végétarien,75010,€€
21,HOI AN,4/5,1,Restaurant vietnamien,75013,€
22,CÔ MY CAFÉ,4/5,1,Restaurant vietnamien,75002,€
23,STRADA CAFÉ,4/5,1,Bistrot – Brasserie,75005,€
24,HOT VOG,4/5,1,Restaurant végétarien,75006,€
25,PAULETTE IN THE TRUCK,4/5,1,Food trucks,75005,€
26,FAUST,4/5,1,Cuisine française,75007,€€
27,AU GRAND TURENNE,4/5,1,Bistrot – Brasserie,75003,€€
28,LA CONFIDENTE,4/5,1,Restaurant du Sud-Ouest,75020,€€
29,LE GRAND BLEU,4/5,1,Cuisine française,75012,€€
30,YEMMA,4/5,1,Restaurant marocain,75011,€€
31,MATSUBA,4/5,1,Restaurant japonais,75019,€€
32,KRISHNA BHAVAN,"3,4/5",7,Restaurant indien,75010,€
33,PIZZA SAN ANTONIO,4/5,1,Restaurant italien et pizzeria,75004,€€
34,LE VERRE LUISANT,4/5,1,Cuisine française,75004,€€
35,CUISINE LOCATELLI ET FRATELLI,4/5,1,Bistrot – Brasserie,75009,€€
36,LE THERMIDOR,4/5,1,Bistrot – Brasserie,75015,€
37,JUSTIN SALON À MANGER,4/5,1,Sur place – À emporter,75015,€
38,PARIS TEXAS,4/5,1,Restaurant américain,75010,€€
39,AU PIED DE COCHON,"2,9/5",12,Bistrot – Brasserie,75001,€€
40,LE PUB 27,4/5,1,Restaurant irlandais,75008,€
41,AUX FOURREURS,4/5,1,Cuisine française,75010,€€
42,MAMIE BURGER FAUBOURG MONTMARTRE,4/5,1,Restaurant américain,75009,€
43,PANINO ROSSI,4/5,1,Restaurant italien et pizzeria,75006,€
44,LA TABLE D'HAMI,4/5,1,Restaurant coréen,75005,€€
45,HANG MEAS,4/5,1,Restaurant cambodgien,75013,€
46,SIMONE ET LES GARÇONS,4/5,1,Cuisine française,75012,€€
47,LE LATINO GOURMAND,4/5,1,Restaurant péruvien,75013,€€
48,RAVIOLIS CHINOIS,4/5,1,Restaurant chinois,75013,€
49,LE TRIANGLE,4/5,1,Cuisine française,75010,€€
0,AUX CADRANS DU PLM,4/5,1,Restaurant aveyronnais,75012,€€
1,BONVIVANT,4/5,1,Cuisine française,75005,€€
2,AU CHAI DE L'ABBAYE,4/5,1,Bistrot – Brasserie,75006,€€
3,LE PLAYTIME,4/5,1,Restaurant sur l'eau,75013,€€
4,SUNSET,4/5,1,Bistrot – Brasserie,75018,€
5,975,4/5,1,Cuisine française,75017,€
6,LE MOULIN DE GALETTE,4/5,1,Cuisine française,75018,€€€
7,PARIS XVII,4/5,1,Cuisine française,75017,€
8,VG,4/5,1,Restaurant végétarien,75009,€€
9,CASA BINI,4/5,1,Restaurant italien et pizzeria,75006,€€
10,LE BICHAT,4/5,1,Restaurant bio,75010,€
11,OH MON CAKE,4/5,1,Bistrot – Brasserie,75001,€€
12,JUSTE,4/5,1,Restaurant fruits de mer – Poissons,75009,€
13,LE BOEUF VOLANT,4/5,1,Restaurant de viandes,75017,€€
14,LES MARMITES VOLANTES,4/5,1,Cuisine française,75019,€
15,PÂTISSERIE LA TARTE,4/5,1,Bistrot – Brasserie,75002,€€
16,CHEZ MARIE EDITH,4/5,1,Bistrot – Brasserie,75015,€€
17,KAZA MAZA,4/5,1,Restaurant libanais,75005,€
18,TIGRR,4/5,1,Restaurant vietnamien,75006,€€
19,PERSILLÉ,4/5,1,Cuisine française,75013,€€
20,MY POP CIE,4/5,1,Restaurant américain,75015,€€
21,MAMMA ROMA,4/5,1,Restaurant italien et pizzeria,75006,€
22,URFA DÜRÜM,4/5,1,Restaurant turc,75010,€
23,LA GUINGUETTE D'ANGÈLE,4/5,1,Sur place – À emporter,75001,€
24,LE CLOS Y,4/5,1,Bistrot – Brasserie,75015,€€
25,SINOPLE,4/5,1,Cuisine française,75002,€€
26,SPONTINI 50,4/5,1,Cuisine française,75002,€€
27,LE P'TIT BISTROT,4/5,1,Cuisine française,75004,€
28,CAPUCINE,4/5,1,Restaurant italien et pizzeria,75011,€€
29,LITTLE HANOÏ,4/5,1,Restaurant vietnamien,75011,€€
30,PUR ETC,4/5,1,Restaurant végétarien,75002,€
31,LE PETIT CLER,4/5,1,Bistrot – Brasserie,75007,€
32,FROG REVOLUTION,4/5,1,Restaurant américain,75004,€€
33,LE COMPTOIR VOLTAIRE,4/5,1,Cuisine française,75011,€€
34,BAGNARD,4/5,1,Restaurant niçois,75002,€€
35,LE MALABAR,4/5,1,Bistrot – Brasserie,75007,€
36,L'ÉTÉ EN PENTE DOUCE,"3,4/5",7,Bistrot – Brasserie,75018,€€
37,LE CONCERT DE CUISINE,4/5,1,Restaurant japonais,75015,€€
38,LOCKWOOK,4/5,1,Sandwicherie,75002,€€
39,PIZZA CHIC,4/5,1,Restaurant italien et pizzeria,75006,€€
40,FACTORY & CO,4/5,1,Sur place – À emporter,75012,€
41,LA HALTE DU SACRÉ COEUR,4/5,1,Bistrot – Brasserie,75018,€€
42,CAUSSES,4/5,1,Bistrot – Brasserie,75003,€€
43,PETIT FLOTTES,4/5,1,Cuisine française,75001,€
44,LA MASCOTTE,4/5,1,Bistrot – Brasserie,75008,€€
45,ALBION,4/5,1,Bistrot – Brasserie,75010,€€
46,L'ÉCREVISSE,4/5,1,Cuisine française,75017,€€
47,CAFÉ SIGNES,4/5,1,Cuisine française,75014,€€
48,RROLL,4/5,1,Sur le pouce,75018,€
49,VILLA SOPHIA,4/5,1,Restaurant italien et pizzeria,75016,€€
0,MIDI THAI,4/5,1,Cuisine d'Asie,75017,€
1,68 GUY MARTIN,4/5,1,Cuisine française,75008,€€
2,POULETTE,4/5,1,Cuisine française,75001,€€
3,LES PÈRES POPULAIRES,4/5,1,Cuisine française,75020,€
4,231 EAST STREET,4/5,1,Restaurant américain,75008,€
5,TSUBAME,4/5,1,Restaurant japonais,75009,€€
6,LE BALTO,4/5,1,Cuisine française,75006,€€
7,LA VACHE DANS LES VIGNES,4/5,1,Sur place – À emporter,75010,€€
8,NON SOLO PIZZE,4/5,1,Restaurant italien et pizzeria,75016,€€
9,CAFÉ MARLETTE,4/5,1,Brunch,75009,€€
10,FIRST AVENUE,4/5,1,Restaurant américain,75017,€
11,LE BOUCHE À OREILLES,4/5,1,Cuisine française,75013,€€
12,CAFÉ FRANÇAIS,4/5,1,Cuisine française,75004,€€
13,MARCEL,4/5,1,Restaurant indien,75010,€€
14,LE PERRON,4/5,1,Restaurant italien et pizzeria,75007,€€
15,MUSSUBÏ,4/5,1,Restaurant japonais,75010,€€
16,LE BOCCADOR,4/5,1,Restaurant italien et pizzeria,75008,€€
17,BULMA,4/5,1,Restaurant vietnamien,75010,€
18,AMERICAN KITCHEN,4/5,1,Restaurant américain,75010,€
19,LE RUISSEAU,4/5,1,Burger,75018,€€
20,LES PIPELETTES,4/5,1,Bistrot – Brasserie,75014,€
21,PIGNON,4/5,1,Cuisine française,75017,€€
22,VIA ROMA,4/5,1,Restaurant italien et pizzeria,75017,€
23,ITO,4/5,1,Restaurant japonais,75009,€
24,L'AMI LOUIS,4/5,1,Bistrot – Brasserie,75003,€€€
25,BLUEBERRY MAKI BAR,4/5,1,Restaurant japonais,75006,€€
26,LE DAUDET,4/5,1,Cuisine française,75014,€
27,L'OASIS,4/5,1,Restaurant marocain,75014,€€
28,CAFÉ 21,4/5,1,Cuisine française,75009,€€
29,LE BÉBÉ,4/5,1,Bistrot – Brasserie,75009,€
30,LES BYZANTINS,4/5,1,Restaurant grec,75015,€€
31,LE COMPTOIR DES SAINTS-PÈRES,4/5,1,Bistrot – Brasserie,75006,€€
32,L'ÉLICA,4/5,1,Restaurant italien et pizzeria,75005,€€
33,LE PROGRÈS,4/5,1,Bistrot – Brasserie,75003,€
34,CHIENG MAI,4/5,1,Restaurant thaïlandais,75005,€€
35,MAOZ,4/5,1,Restaurant végétarien,75005,€
36,OUR KEBAB,4/5,1,Restaurant turc,75008,€
37,NINI,4/5,1,Restaurant tunisien,75017,€€
38,LE HIDE,4/5,1,Cuisine française,75017,€
39,LE RESTAURANT - L'HÔTEL,4/5,1,Restaurant d’hôtel,75006,€€€
40,KOKORO,4/5,1,Cuisine française,75005,€€
41,ITEGUE TAITU,4/5,1,Restaurant éthiopien,75019,€€
42,KUNITORAYA VILLEDO,4/5,1,Restaurant japonais,75001,€€
43,MAC COY CAFÉ,4/5,1,Restaurant américain,75007,€
44,CHIDO,4/5,1,Restaurant tex-mex,75005,€
45,MANDARIN,4/5,1,Restaurant chinois,75006,€€
46,LE LOUIS IX,4/5,1,Bistrot – Brasserie,75004,€
47,CRÊPERIE DU MANOIR BRETON,"3,6/5",5,Crêperie,75014,€
48,LOU TIAP,4/5,1,Bistrot – Brasserie,75020,€€
49,CAMION BIEN FAIT,4/5,1,Food trucks,75001,€
0,PASSARITO,4/5,1,Restaurant portugais,75011,€€
1,EN VRAC,4/5,1,Restaurant bio,75018,€€
2,À MI-CHEMIN,4/5,1,Bistrot – Brasserie,75014,€€
3,THE FROG AND BRITISH LIBRARY,"3,6/5",5,Restaurant britannique,75013,€€
4,LE CARDINAL,4/5,1,Restaurant aveyronnais,75002,€€
5,LA PETITE TABLE,4/5,1,Restaurant bio,75017,€
6,RAZOWSKI,4/5,1,Restaurant américain,75001,€
7,PIZZERIA LUCKY LUCIANO,4/5,1,Restaurant italien et pizzeria,75010,€
8,CHIPOTLE,4/5,1,Restaurant mexicain,75009,€
9,LE RESTAURANT GASTRONOMIQUE REBELLATO,4/5,1,Restaurant italien et pizzeria,75016,€€
10,L'INTERMÈDE,4/5,1,Bistrot – Brasserie,75013,€€
11,YUMIKO,4/5,1,Restaurant japonais,75009,€€
12,SAKURA,4/5,1,Restaurant japonais,75011,€
13,YAKI KO CHI,4/5,1,Restaurant japonais,75008,€
14,KOBA,4/5,1,Restaurant japonais,75002,€€
15,FOUJITA,4/5,1,Restaurant japonais,75001,€
16,DJOHI SUSHI,4/5,1,Restaurant japonais,75016,€
17,KOKOYA,4/5,1,Restaurant japonais,75017,€€
18,IYO ASIAN FOOD,4/5,1,Restaurant japonais,75009,€
19,LA PETITE BRETAGNE,4/5,1,Bistrot – Brasserie,75015,€€
20,CAFÉ O'JULES,4/5,1,Cuisine française,75013,€€
21,MAISON DU KASHMIR,4/5,1,Restaurant indien,75006,€€
22,LE PAPILLON,4/5,1,Bistrot – Brasserie,75005,€
23,CAFÉ POUCHKINE,4/5,1,Restaurant russe,75009,€
24,LES BURGERS DU PÈRE CLAUDE,4/5,1,Bistrot – Brasserie,75015,€€
25,LES 3 MARMITES,4/5,1,Cuisine française,75020,€€
26,LA FAVELA CHIC,4/5,1,Restaurant brésilien,75011,€€
27,AU VIEUX-PARIS,4/5,1,Restaurant bio,75004,€€
28,RESTAURANT SUPERNATURE,4/5,1,Restaurant bio,75009,€€
